,id,size,brand,size_standard,gender,material,color,category,subcategory,name,description,picture_1,picture_2,picture_3,country,net_price,currency_code
344,62c2ffe9961369001268b423,XS,Ralph Lauren,UK,Male,Cotton,Brown,Hoodies,Hoodies,Beige Ralph Lauren 1/4 zip jumper ,"Good condition with no signs of wear, size xs beige/brown coloured Ralph Lauren jumper ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b5a81f45-4691-4006-b38a-27d2880a5c56.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/14aef8dd-40b5-4744-bd0b-f51d7ab6b55e.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d6df5d75-0666-47ac-aadf-e16a9dc27158.jpg,UK,10.05,GBP
347,62c3020a961369001268b4be,8,Khaite,US,Female,Viscose,Blue,Tops,Blouses,Khaite blouse,"Bought from Joseph sale for £330, never worn. Original label still attached.",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b2ce8b54-d07e-4fbf-b1e7-37c21e5bf3ed.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/15145c45-504b-4359-996f-66f96e46e2f1.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e6fa983e-f4e6-4e9c-9166-8796a22d37f0.jpg,UK,165.52,GBP
349,62c30821961369001268b65a,S,Burberry,UK,Female,Other - write in description,Black,Coats,Raincoats and trench coats,Burberry coat,"Original vintage Burberry women’s trench coat from the 80s in size S. Great condition, rare item! Bought for £150 in a boutique in London. Polyester and cotton mix.",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3246512e-6cab-47b8-9dc9-2477163fd963.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/10c8a9d7-cc95-4ccb-8f7f-a31566d44388.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b2963bc8-90f7-4ff6-bb76-c35df7dbc8bb.jpg,UK,100.38,GBP
351,62c33b66961369001268c4bb,S,A Bathing Ape,UK,Male,Cotton,Black,Sweaters and knitwear,Crew neck jumpers,Official BAPE Sweatshirt ,"Only worn a few times on occasions, have the official tags and receipt. Purchased from Selfridges (London) Paid £250.00 brand new. ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/1353d8fe-7614-41eb-bc57-7fb9e34d8b84.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3eb38bc6-7559-4c83-b370-2f25e34d36bf.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/67bcff5c-8f41-4401-b502-3b1dfe9d4f59.jpg,UK,146.66,GBP
352,62c3454b961369001268c795,L,Tommy Hilfiger,UK,Female,Cotton,Multicolour,Knitwear,Jumpers,Tommy jeans jumper ,Womens tommy jeans jumper multi colour ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ba8c64d5-84fc-45da-9bae-c67c976ad399.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3d17240d-0902-430d-82ec-4372f7d7e849.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/753f6305-b8bb-4bdb-9276-b4d1b1737527.jpg,UK,5.92,GBP
355,62c3f0b5961369001268dc52,M,Nike,UK,Female,Cotton,Grey,Knitwear,Jumpers,Womens grey Nike sweater ,Nike sweater with red embroidered logo on breast ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/fc2e3620-55a1-4bec-a1bc-59cb30f3e94f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a9d7fa83-e7f0-4473-8479-8194cf62ea80.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/bcd97391-4e7b-4b75-a188-821c8bc2c505.jpg,UK,6.13,GBP
358,62c43ae5961369001268eead,XS,Calvin Klein Jeans,UK,Female,Cotton,Black,Knitwear,Jumpers,Calvin Klein Jeans Knit Jumper,"bough during winter 2021 however wasn’t worn once as i was gifted the same item for xmas 
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3b5a316d-537b-4c91-85be-04a45d9e5fbf.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0025c7d0-4dd2-43c4-8750-832035c40e97.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3714adc6-3c90-448c-b972-f9021fb1ae61.jpg,UK,3.99,GBP
361,62c43c39961369001268eefd,S,Etro,UK,Male,Polyester,Blue,T-shirts,Polo shirts,Retro England football shirt,"retro england football shirt, dad bought from a shop in manchester but was too small",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/dbcaaf00-1b44-42b0-bfe4-b6aeb7f4f9ed.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5d1d46ff-4ff1-4bbf-a8d1-778a73f338b5.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/efcb001e-3f17-48a3-8f79-f911d90f1788.jpg,UK,20.58,GBP
364,62c4490f961369001268f1ab,18,Soeur,UK,Female,Mixed Fabric,Blue,Dresses,Office dresses,Dress,"New unworn

Brand new unworn still has label



",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/be5bd4d2-cd72-40d4-bb2b-223cc813c3d7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e50233d0-4e2a-45cf-8250-d9c696fb7d7d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b1169941-7dca-4c03-a4eb-2e3deb71cf60.jpg,UK,27.29,GBP
365,62c44c05961369001268f248,14,Diane von Furstenberg,UK,Female,Lace,Cream,Jumpsuits,Full-length jumpsuits,I saw it first floral design jumpsuit ,Floral design applique jumpsuit ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2dddfde9-fc70-4588-a437-27fdd53712a3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6ec66049-7b70-438a-b36a-3048a0ca5302.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e91033d5-d5d0-4c51-9f2a-63ed8afebbe8.jpg,UK,46.92,GBP
372,62c45d8e961369001268f682,S,Vivienne Westwood,UK,Female,Other - write in description,Pink,Knitwear,Jumpers,VIVIENNE WESTWOOD Orb Logo Crewneck Knitted Sweatshirt Pink ,"VIVIENNE WESTWOOD
Orb Logo Crewneck Knitted Sweatshirt Pink
Missing the label at the neck but the rest are intact and knitwear. In perfect condition. ",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/bb5e2c25-4554-498e-bb9e-306896b207e1.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/727b61ac-a85d-4888-b398-c6732e94961d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/96459df5-a22d-4583-8dc4-f7925c765b07.jpg,UK,30.0,GBP
376,62c46082961369001268f76f,S,Champion,UK,Male,Cotton,Navy,Sweatshirts,Sweatshirts,Men’s Navy Champion Sweatshirt in Small,"Men’s Navy Champion Sweatshirt in Small
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cd066924-b5d7-49c0-b9d2-cd0ba9792f0b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/436d06f5-5fcc-4fe2-893a-201360d3e708.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3f5aabec-91b5-4e19-8c36-489f8e485201.jpg,UK,10.05,GBP
379,62c4647d961369001268f84b,M,Champion,UK,Male,Other - write in description,Grey,Hoodies,Hoodies,Men’s Medium Champion Hoodie in Grey,"Men’s Medium Champion Hoodie in Grey
51% Polyester 49% Cotton",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/55df5910-c717-4721-bed6-8ef12eb7416c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2488b4d2-ba2d-4bd3-9bc9-f23917585762.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/765fe727-d36a-4422-9786-f27fe580becb.jpg,UK,9.63,GBP
382,62c494be96136900126902ae,14,Ted Baker,UK,Female,Cotton,Grey,Tops,Sleeveless and tank tops,IDDAA,"In good condition, only worn a handful of times.",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/15876225-eda1-4718-b1b7-ac07b7711366.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/5e3e81e2-5e96-4e1d-8037-17162187898f.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2bf5327a-c20b-4fe8-93ca-87221a33f892.jpg,UK,9.62,GBP
388,62c595289613690012692783,M,Vivienne Westwood Anglomania,UK,Male,Cotton,Black,T-shirts,Short sleeve t-shirts,Mens medium Vivienne Westwood t shirt ,Never been worn label still attached ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/008befa4-e463-440c-aa61-091edaec074d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/36d06460-0202-46b9-9832-a86f52167a6a.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e335f7b9-5cbe-4a48-aa9e-2c69bca70ffb.jpg,UK,25.22,GBP
391,62c59962961369001269287b,S,Nike,UK,Male,Cotton,Blue,Hoodies,Hoodies,Mens Foundation Blue Jumper,Mens Blue Nike Foundation Jumper,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/aafd21ed-54bb-44f5-b3da-be344dcd0ff3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a7d7d6dc-a495-45a9-9e6e-c114d1743f72.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e0cfd385-a53d-49ba-afec-a93a65d6a806.jpg,UK,9.07,GBP
394,62c59af296136900126928d9,S,Levi's,UK,Male,Cotton,Black,Hoodies,Hoodies,Mens Levi’s Hoodie ,Mens Levi’s hoodie black and red ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/41869c02-daa4-4f35-aa8b-ae3baa9016f5.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/380a519c-96a1-4c4e-8823-4ff468461153.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6c38ac1f-145c-4bea-9e81-f0a74ffa4f53.jpg,UK,6.13,GBP
397,62c5a6ea9613690012692bae,M,Supreme,UK,Male,Cotton,Black,T-shirts,Long-sleeve t-shirts,Supreme the killers t shirt ,Supreme the killers long sleeve t shirt ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/daa6463b-09bc-4172-9ad9-d5075f07211a.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/baa6e1e1-f517-47d2-9fda-fb77d30a0d1c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a792ec8e-1c25-44b9-819f-327857013dac.jpg,UK,23.33,GBP
399,62c5abb79613690012692cdb,M,Kenzo,UK,Female,Polyester,Black,Sweatshirts,Sweatshirts,Kenzo sweatshirt ,"Woman’s kenzo sweatshirt very comfy only worn 3 times basically new
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/463710ef-30f2-49ed-ae81-7b69b5ca1ff1.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ce265390-7b34-466d-93fd-3534626d6ffb.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c6ee2a51-e6c1-4bd8-8e24-cbd067af29b7.jpg,UK,37.44,GBP
401,62c5b6cc9613690012692f82,M,Supreme,UK,Male,Cotton,Red,T-shirts,Short sleeve t-shirts,Burgundy supreme t shirt,Burgundy short sleeve supreme t shirt,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/30b190ea-f566-414c-adaa-698c82800978.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9db83e5d-66ff-4ddf-94ff-b52af0bf21d7.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f90181ce-2884-44ce-95de-699278a12987.jpg,UK,23.32,GBP
403,62c5c8009613690012693352,L,Essentials - Fear of God,UK,Male,Cotton,Beige,T-shirts,Long-sleeve t-shirts,Essentials fear of god long sleeve T shirt,Essentials fear of god long sleeve T shirt,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6aeb75b1-b4b8-414e-a48d-89022705f399.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a692d8db-62db-483e-be98-984854acd557.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f00dda59-7ea3-48e0-a94c-7a20b000406e.jpg,UK,54.36,GBP
406,62c5c8f09613690012693392,M,Balenciaga,UK,Male,Cotton,Grey,T-shirts,Short sleeve t-shirts,Balenciaga T shirt ,2020 short sleeve Balenciaga T shirt ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/af62afaa-1e3c-4879-adac-c92ea8248e54.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/63e24cb6-9d5c-488b-9cd1-369e0eaf3e29.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f4d6a82d-e7af-41b5-a8bb-dfcee41a0a73.jpg,UK,58.88,GBP
409,62c5ca1496136900126933e5,M,Gucci,UK,Female,Cotton,Black,Tops,Short-sleeve tops,Gucci Manifesto T-shirt ,Gucci manifesto black and white T shirt,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/35ec2d49-c721-4e5c-a6a2-7d01e5388fd3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3c157464-b1c1-460b-bae2-0d27ad1da6b3.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9025ea98-d497-40af-bd7e-dd72244ba857.jpg,UK,107.77,GBP
412,62c5e0a39613690012693945,XS,Dsquared2,UK,Female,Cotton,Black,Dresses,Mini and short dresses,Dsquared2 mini dress and tshirt,Very nice and confortable mini dress! Never wear! New brand!,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/530164f0-0a80-44cf-9092-2de5a62d1875.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/dfc054c6-f6a6-435a-b3df-25683809761d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0d4eb251-8cad-4489-9c82-82cd0110b947.jpg,UK,44.69,GBP
413,62c5e8e99613690012693aee,M,Champion,UK,Male,Cotton,Multicolour,Sweatshirts,Sweatshirts,Champion reverse weave sweatshirt,Rare champion mens green black red and blue reverse weave sweatshirt ,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/e0ead8d5-13c8-4153-ab63-e23f5056580c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/cf1a79ed-4a9e-4bc9-8276-a964234f4194.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/92fefb72-f981-4d22-b6f9-fbbd1404a164.jpg,UK,10.05,GBP
416,62c5ebe79613690012693b7a,L,Champion,UK,Male,Cotton,Navy,Sweatshirts,Sweatshirts,Champion navy and yellow sweatshirt,"Champion navy and yellow C sweatshirt - excellent condition
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/796d2f67-a21d-4048-b0f4-2ee3461c9571.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/92064ae7-ca29-4890-8021-673b9db44fea.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/53affb35-7626-4a00-9e82-d87f5d881c8d.jpg,UK,10.05,GBP
419,62c5fd189613690012693ed5,M,Palm Angels,UK,Male,Cotton,Yellow,Hoodies,Hoodies,Palm angels hoodie,"Palm angels hoodie size M 100% authentic
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/0fbea996-2c45-4538-be2a-1ef0c0dcf941.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a9555561-61c1-4a20-b82b-198273eb6f6b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/83496d36-cb55-4fc1-8436-c5cdd8c9f3be.jpg,UK,75.5,GBP
420,62c68ca09613690012694c80,4,Ted Baker,UK,Female,Cotton,Black,Coats,Raincoats and trench coats,Ted baker trench coat in black ,Ted baker trench coat in black size zero us (size 4 UK),https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a8b174a7-ae3c-478c-a141-66ef661585f4.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d411d05d-9ace-4285-8b5f-d51a8c5c88ba.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a6d5423b-9a0f-41bc-bf76-00eed3fed51b.jpg,UK,40.09,GBP
424,62c6b29596136900126951a0,M,Moschino,UK,Male,Cotton,Black,Jackets,Casual jackets,moschino jacket,"only worn a few times, good condition",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ce2aadc2-d0b0-4186-9f9d-ba387fed2d11.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c6a54344-d422-4cee-8edb-430d75b9077d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/406b96da-2a3b-46ad-9449-d0f1925919f7.jpg,UK,42.28,GBP
426,62c6b47996136900126951f2,28,Levi's,UK,Female,Denim - Jeans,Blue,Trousers,Straight-leg trousers,Levi high rise straight jeans,Dark denim straight leg jeans 28 waist,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/94141ec7-91be-4ca7-ac82-3eda9dabb491.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/d4fad5ff-0b01-4d84-af4e-3ef0f7453f3c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/345ce34e-3150-4175-b482-174e68fbe121.jpg,UK,5.72,GBP
429,62c6e4f59613690012695f63,XS,Vivienne Westwood,UK,Female,Cotton,Grey,Knitwear,Jumpers,Womens vivienne Westwood jumper,Grey Vivienne westwood jumper size xs womens,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/c708f109-498b-40ee-9f83-67d0087e86da.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/34581d67-0101-4368-bfc2-1615345c8917.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/22cb4737-e611-4996-ba0c-b455b25d2899.jpg,UK,30.0,GBP
431,62c7159c961369001269689b,XL,Moncler,UK,Male,Cotton,White,T-shirts,T-shirts,Mocler,Moncler t-shirt in very good condition,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a9a9637f-ef89-4152-adb7-f7d4652aac0b.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/33500c2e-6663-4972-b48c-66e375e5c17a.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/3abb69c5-add8-48c3-a749-68b6327d1003.jpg,UK,30.0,GBP
432,62c7208c9613690012696b5c,XXS,FRAME,UK,Female,Polyester,Multicolour,Jackets,Casual jackets,monsoon heritage collection jacket ,"sleek flowery colourful jacket that will keep your body warm and make u feel amazing
",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/4a505cca-21fc-4df2-a472-83a6b079a26d.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9e9742b8-70b1-458e-9566-859ab3ce253c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/77a9a1ae-18af-4654-99f2-dbcd239de0ff.jpg,UK,42.77,GBP
433,62c72ff49613690012696eeb,S,Napapijri,UK,Male,Synthetic,Khaki,Coats,Raincoats and trench coats,Rainforest jacket Pocket summer,Hooded anorak. Side zip fastening. Advanced hood regulation. Fixed hood. Pockets and flap pocket with zip fastening. Elasticated seams. Ventilation eyelets. Inner cuffs. Adjustable hem. Inside mesh lining. Critically taped seams. Badges. 100%polyamide. Spring summer 2020,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/2b61bcdd-5f0b-41e5-925f-68458f5cb606.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/9ed15255-23f1-42f9-bd73-4490849bf4d6.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/b93f1340-70f9-4adb-be13-17b44dea434b.jpg,UK,43.89,GBP
453,62c85b053ff2590013ebd262,M,Timberland,UK,Male,Cotton,Navy,Jackets,Casual jackets,Weathergear Jacket 1997,"Mens Weathergear Timberland Jacket 1997

",https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/6f6015fa-7ba7-4abc-a911-b8597b37c3bc.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/65058304-4ac0-48bb-bad7-7fb475a4c5ca.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/8ba6116f-0aa2-4667-8537-822be94782ab.jpg,UK,9.14,GBP
456,62c85bc73ff2590013ebd292,L,Ralph Lauren,UK,Male,Cotton,Beige,Jackets,Casual jackets,Mens Ralph Lauren Harrington jacket large beige,Mens Ralph Lauren Harrington jacket large beige,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/f89a5d8c-2f16-423c-82d6-7274b3b55581.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/402b1994-fcd4-44e4-bbf2-a0fe2016b00c.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/a16dc47d-5c9a-4e09-89cc-4caf0389d7dd.jpg,UK,11.97,GBP
459,62c85e2d3ff2590013ebd2d9,S,Hugo Boss,UK,Male,Cotton,Grey,Jackets,Casual jackets,Mens Hugo Boss Zip Lightweight Jacket,Mens Hugo Boss Zip Lightweight Jacket,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/ea47c7de-d2d1-42ea-a5b6-32256d640515.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/38d3236e-df3b-45fd-ab2e-e2d0d6caad86.jpg,https://s3.eu-west-1.amazonaws.com/assets.dev.cartediem.org/diem/7fe89cb1-5cc7-43f4-934b-3feada90cf74.jpg,UK,16.22,GBP
