id,name,manufacturer,image,network,capacity,grade_a,grade_b,grade_c,grade_d,grade_e
936,iPhone 12,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-12BLACK.png5f92a5298e755.png,Locked,128,,306,206,60,30
936,iPhone 12,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-12BLACK.png5f92a5298e755.png,Locked,256,,306,206,60,30
937,iPhone 12 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20mini.png5f92a53e26388.png,Unlocked,64,,295,215,60,30
937,iPhone 12 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20mini.png5f92a53e26388.png,Unlocked,128,,340,240,60,30
937,iPhone 12 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20mini.png5f92a53e26388.png,Unlocked,256,,365,265,60,30
937,iPhone 12 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20mini.png5f92a53e26388.png,Locked,64,,215,135,60,30
937,iPhone 12 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20mini.png5f92a53e26388.png,Locked,128,,240,140,60,30
937,iPhone 12 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20mini.png5f92a53e26388.png,Locked,256,,265,165,60,30
938,iPhone 12 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.pngg,Unlocked,128,,475,375,80,40
938,iPhone 12 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.pngg,Unlocked,256,,500,400,80,40
938,iPhone 12 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.pngg,Unlocked,512,,520,420,80,40
938,iPhone 12 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.pngg,Locked,128,,375,275,80,40
938,iPhone 12 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.pngg,Locked,256,,400,300,80,40
938,iPhone 12 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.pngg,Locked,512,,420,320,80,40
939,iPhone 12 Pro Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iPhone-12-Pro-Max-leak-red.png5f92a50b59f46.png,Unlocked,128,,547,447,80,40
939,iPhone 12 Pro Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iPhone-12-Pro-Max-leak-red.png5f92a50b59f46.png,Unlocked,256,,568,468,80,40
939,iPhone 12 Pro Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iPhone-12-Pro-Max-leak-red.png5f92a50b59f46.png,Unlocked,512,,592,492,80,40
939,iPhone 12 Pro Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iPhone-12-Pro-Max-leak-red.png5f92a50b59f46.png,Locked,128,,447,347,80,40
939,iPhone 12 Pro Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iPhone-12-Pro-Max-leak-red.png5f92a50b59f46.png,Locked,256,,468,368,80,40
939,iPhone 12 Pro Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iPhone-12-Pro-Max-leak-red.png5f92a50b59f46.png,Locked,512,,492,392,80,40
940,iPhone 13,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,128,,485,385,80,40
940,iPhone 13,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,256,,545,445,80,40
940,iPhone 13,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,512,,570,470,80,40
940,iPhone 13,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,128,,385,285,80,40
940,iPhone 13,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,256,,445,345,80,40
940,iPhone 13,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,512,,470,370,80,40
941,iPhone 13 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,128,,355,275,80,40
941,iPhone 13 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,256,,375,295,80,40
941,iPhone 13 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,512,,410,330,80,40
941,iPhone 13 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,128,,275,195,80,40
941,iPhone 13 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,256,,295,215,80,40
941,iPhone 13 Mini,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,512,,330,250,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,128,,650,520,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,256,,710,580,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,512,,735,605,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Unlocked,1,,745,615,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,128,,520,390,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,256,,580,450,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,512,,605,475,80,40
942,iPhone 13 Pro,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/12%20pro.png5f92a4f5b57a1.png,Locked,1,,615,485,80,40
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,16,,0,0,0,0
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,32,,0,0,0,0
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,64,,0,0,0,0
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,128,,0,0,0,0
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,16,,0,0,0,0
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,32,,0,0,0,0
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,64,,0,0,0,0
944,iPhone 6,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,128,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,16,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,32,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,64,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,128,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,16,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,32,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,64,,0,0,0,0
945,iPhone 6 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,128,,0,0,0,0
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,16,,0,0,0,0
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,32,,38,23,2,1
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,64,,0,0,0,0
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,128,,0,0,0,0
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,16,,0,0,0,0
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,32,,23,8,2,1
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,64,,0,0,0,0
946,iPhone 6S,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,128,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,16,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,32,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,64,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Unlocked,128,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,16,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,32,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,64,,0,0,0,0
947,iPhone 6S Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone-6s-rosegold-comp_710x710.png5fa2df6a7050b.png,Locked,128,,0,0,0,0
948,iPhone 7,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_7_jet_black_comp_710x710.png5fa2e01c7ed3d.png,Unlocked,32,,53,33,4,2
948,iPhone 7,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_7_jet_black_comp_710x710.png5fa2e01c7ed3d.png,Unlocked,128,,63,43,4,2
948,iPhone 7,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_7_jet_black_comp_710x710.png5fa2e01c7ed3d.png,Unlocked,256,,63,43,4,2
948,iPhone 7,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_7_jet_black_comp_710x710.png5fa2e01c7ed3d.png,Locked,32,,33,13,4,2
948,iPhone 7,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_7_jet_black_comp_710x710.png5fa2e01c7ed3d.png,Locked,128,,43,23,4,2
948,iPhone 7,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_7_jet_black_comp_710x710.png5fa2e01c7ed3d.png,Locked,256,,43,23,4,2
949,iPhone 7 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone_7_plus_gold_comp_710x710.png5fa2e0fa40bfe.png,Unlocked,32,,80,50,4,2
949,iPhone 7 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone_7_plus_gold_comp_710x710.png5fa2e0fa40bfe.png,Unlocked,128,,90,55,4,2
949,iPhone 7 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone_7_plus_gold_comp_710x710.png5fa2e0fa40bfe.png,Unlocked,256,,90,55,4,2
949,iPhone 7 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone_7_plus_gold_comp_710x710.png5fa2e0fa40bfe.png,Locked,32,,50,20,4,2
949,iPhone 7 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone_7_plus_gold_comp_710x710.png5fa2e0fa40bfe.png,Locked,128,,55,20,4,2
949,iPhone 7 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iphone_7_plus_gold_comp_710x710.png5fa2e0fa40bfe.png,Locked,256,,55,20,4,2
950,iPhone 8,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Unlocked,64,,94,64,10,5
950,iPhone 8,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Unlocked,128,,94,64,10,5
950,iPhone 8,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Unlocked,256,,116,81,10,5
950,iPhone 8,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Locked,64,,64,34,10,5
950,iPhone 8,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Locked,128,,64,34,10,5
950,iPhone 8,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Locked,256,,81,46,10,5
951,iPhone 8 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Unlocked,64,,128,93,14,7
951,iPhone 8 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Unlocked,128,,128,93,14,7
951,iPhone 8 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Unlocked,256,,143,108,14,7
951,iPhone 8 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Locked,64,,93,58,14,7
951,iPhone 8 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Locked,128,,93,58,14,7
951,iPhone 8 Plus,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_8_red_comp_710x710.png5fa2e17bacb42.png,Locked,256,,108,73,14,7
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Unlocked,16,,0,0,0,0
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Unlocked,32,,0,0,0,0
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Unlocked,64,,0,0,0,0
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Unlocked,128,,0,0,0,0
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Locked,16,,0,0,0,0
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Locked,32,,0,0,0,0
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Locked,64,,0,0,0,0
952,iPhone SE,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Locked,128,,0,0,0,0
953,iPhone SE (2020),Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Unlocked,64,,100,60,14,7
953,iPhone SE (2020),Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Unlocked,128,,120,80,14,7
953,iPhone SE (2020),Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/5-iphone-se-256gb-product-red.responsive-fs.centre.png5ea6a86c0b7d0.png,Unlocked,256,,120,80,14,7
954,iPhone X,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_x_silver_comp_710x710.png5fa304faba12a.png,Unlocked,64,,155,110,20,10
954,iPhone X,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_x_silver_comp_710x710.png5fa304faba12a.png,Unlocked,256,,185,135,20,10
954,iPhone X,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_x_silver_comp_710x710.png5fa304faba12a.png,Locked,64,,110,65,20,10
954,iPhone X,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_x_silver_comp_710x710.png5fa304faba12a.png,Locked,256,,135,85,20,10
955,iPhone XR,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xr_coral_comp_710x710.png5fa302afbd09a.png,Unlocked,64,,160,115,20,10
955,iPhone XR,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xr_coral_comp_710x710.png5fa302afbd09a.png,Unlocked,128,,185,135,20,10
955,iPhone XR,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xr_coral_comp_710x710.png5fa302afbd09a.png,Unlocked,256,,185,135,20,10
955,iPhone XR,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xr_coral_comp_710x710.png5fa302afbd09a.png,Locked,64,,115,70,20,10
955,iPhone XR,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xr_coral_comp_710x710.png5fa302afbd09a.png,Locked,128,,135,85,20,10
955,iPhone XR,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xr_coral_comp_710x710.png5fa302afbd09a.png,Locked,256,,135,85,20,10
956,iPhone XS,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_gold_comp_710x710.png5fa303d1a88f4.png,Unlocked,64,,153,103,30,15
956,iPhone XS,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_gold_comp_710x710.png5fa303d1a88f4.png,Unlocked,256,,170,120,30,15
956,iPhone XS,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_gold_comp_710x710.png5fa303d1a88f4.png,Unlocked,512,,190,140,30,15
956,iPhone XS,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_gold_comp_710x710.png5fa303d1a88f4.png,Locked,64,,103,53,30,15
956,iPhone XS,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_gold_comp_710x710.png5fa303d1a88f4.png,Locked,256,,120,70,30,15
956,iPhone XS,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_gold_comp_710x710.png5fa303d1a88f4.png,Locked,512,,140,90,30,15
957,iPhone XS Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_max_space_grey_comp_710x710.png5fa3041f526f3.png,Unlocked,64,,190,130,30,15
957,iPhone XS Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_max_space_grey_comp_710x710.png5fa3041f526f3.png,Unlocked,256,,210,150,30,15
957,iPhone XS Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_max_space_grey_comp_710x710.png5fa3041f526f3.png,Unlocked,512,,210,150,30,15
957,iPhone XS Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_max_space_grey_comp_710x710.png5fa3041f526f3.png,Locked,64,,130,70,30,15
957,iPhone XS Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_max_space_grey_comp_710x710.png5fa3041f526f3.png,Locked,256,,150,90,30,15
957,iPhone XS Max,Apple,https://lifeboat-media.s3.eu-west-2.amazonaws.com/iPhone_xs_max_space_grey_comp_710x710.png5fa3041f526f3.png,Locked,512,,150,90,30,15
958,Pixel 4,Google,,Unlocked,64,,0,0,0,0
958,Pixel 4,Google,,Unlocked,128,,0,0,0,0
958,Pixel 4,Google,,Locked,64,,0,0,0,0
958,Pixel 4,Google,,Locked,128,,0,0,0,0
959,Pixel 4 XL,Google,,Unlocked,64,,0,0,0,0
959,Pixel 4 XL,Google,,Unlocked,128,,0,0,0,0
959,Pixel 4 XL,Google,,Locked,64,,0,0,0,0
959,Pixel 4 XL,Google,,Locked,128,,0,0,0,0
960,Pixel 4 XL,Google,,Unlocked,64,,0,0,0,0
960,Pixel 4 XL,Google,,Unlocked,128,,0,0,0,0
960,Pixel 4 XL,Google,,Locked,64,,0,0,0,0
960,Pixel 4 XL,Google,,Locked,128,,0,0,0,0
961,Pixel 5,Google,,Unlocked,128,,180,135,20,10
961,Pixel 5,Google,,Locked,128,,135,90,20,10
962,Mate 20,Huawei,,Unlocked,128,,0,0,0,0
962,Mate 20,Huawei,,Locked,128,,0,0,0,0
963,Mate 20 Lite,Huawei,,Unlocked,64,,0,0,0,0
963,Mate 20 Lite,Huawei,,Locked,64,,0,0,0,0
964,Mate 20 Pro,Huawei,,Unlocked,128,,0,0,0,0
964,Mate 20 Pro,Huawei,,Unlocked,256,,0,0,0,0
964,Mate 20 Pro,Huawei,,Locked,128,,0,0,0,0
964,Mate 20 Pro,Huawei,,Locked,256,,0,0,0,0
965,Mate 20 X,Huawei,,Unlocked,128,,0,0,0,0
965,Mate 20 X,Huawei,,Locked,128,,0,0,0,0
966,Mate 30 Pro,Huawei,,Unlocked,256,,0,0,0,0
966,Mate 30 Pro,Huawei,,Locked,256,,0,0,0,0
967,Mate XS 5G,Huawei,,Unlocked,512,,0,0,0,0
967,Mate XS 5G,Huawei,,Locked,512,,0,0,0,0
968,P20,Huawei,,Unlocked,64,,0,0,0,0
968,P20,Huawei,,Unlocked,128,,0,0,0,0
968,P20,Huawei,,Locked,64,,0,0,0,0
968,P20,Huawei,,Locked,128,,0,0,0,0
969,P20 Lite,Huawei,,Unlocked,32,,0,0,0,0
969,P20 Lite,Huawei,,Unlocked,64,,0,0,0,0
969,P20 Lite,Huawei,,Locked,32,,0,0,0,0
969,P20 Lite,Huawei,,Locked,64,,0,0,0,0
970,P20 Pro,Huawei,https://lifeboat-media.s3.eu-west-2.amazonaws.com/3-P20-Pro-5b1136479d6fc.,Unlocked,64,,35,20,4,2
970,P20 Pro,Huawei,https://lifeboat-media.s3.eu-west-2.amazonaws.com/3-P20-Pro-5b1136479d6fc.,Unlocked,128,,35,20,4,2
970,P20 Pro,Huawei,https://lifeboat-media.s3.eu-west-2.amazonaws.com/3-P20-Pro-5b1136479d6fc.,Unlocked,256,,35,20,4,2
